dormitorios,banos,distrito,estacionamiento,descripcion,area_cubierta,precio_soles,area_total,latitud,longitud,banios/2,precio_dolares,fecha_publicacion,antiguedad,moneda
3.0,2.0,barranco,1.0,"Vivir Cerca Al Mar en La. Zona Mas Exclusiva de Chorillos Limite con Barranco!
LNDO DEPARTAMENTO DE 3 DORMITORIOS !!SI TE GUSTA VIVIR A PASOS DEL MAR!!! EN UNA ZONA SUPER TRANQUILA !! Y A LA VEZ CERCA A TODO!! CHORILLOS LIMITE CON BARRANCO!!
EDIFICIO ECOAMIGABLE Y ECOSOSTENIBLE
VISTA CALLE
PISO 3
ÁREA OCUPADA 83 M2
CON ASCENSOR DIRECTO!!
LIVING COMEDOR
BAÑO DE VISITA
TERRAZA
KITCHFNET ABIERTA
1 DORMITORIO PRINCIPAL CON BAÑO INCORPORADO MUY ILUMINADO LINDA VISTA
2 DORMITORIOS SECUNDARIOS CON CLOSET QUE USAN UN BAÑO COMPLETO
SALA DE TV!!

EDIFICIO DE 5 PISOS, 8 DEPARTAMENTOS EN TOTAL
TECHOS ALTOS
TABLEROS DE CUARZO, , CRISTAL TEMPLADO EN MAMPARAS Y VENTANAS.
LOBBY CON PORTERÍA
CUARTO DE LAVANDERÍA EQUIPADO
CONEXIÓN PARA GAS
SISTEMA DE 50% AHORRO DE AGUA POR RECIRCULACION
1 COCHERA
1 DEPOSITO
ESPACIOS RESERVADOS PARA BICICLETAS Y SCOOTERS
PRECiO DE ALQUILER $ 850 DOLARES 2X1
SE ALQUILA SIN AMOBLAR
CONTRATO POR UN AÑO
**
Leer descripción completa",83.0,3188.0,83.0,-12.166240907430657,-77.02784793331296,1.0,850.0,82,0.0,S/ 
3.0,2.0,barranco,2.0,"Moderno Departamento en Alquiler Duplex Barranco
Lindo y moderno departamento duplex en alquiler en edificio diseñado por VICCAVERDE Arquitectos, haciendo una interpretación contemporánea de la quinta barranquina. A espaldas de la UTEC y a unas cuadras del Museo de Arte Contemporáneo (MAC), estadio Chipoco, Parque de los Heroes y Malecon Paul Harris
Ingresando al departamento tienes un amplio espacio de sala, comedor y kitchenette integrado de buen tamaño y bastante iluminado, en este mismo nivel cuenta con un baño de visitas para la comodidad de tus invitados y el dormitorio principal con baño incorporado
En el segundo nivel, hay dos dormitorios con un baño compartido y una sala de estar en el medio, además de lavanderia, cuarto y baño de servicio
El dpto cuenta también con una cochera y un depósito

Cerca a Parque
Cercano a zona comercial
Zona Comercial Primer Nivel
Zona Oficinas A+
Exterior
Estacionamiento techado
General
Ascensor
Mascotas permitidas
Portero
Seguridad 24 Horas
**
Leer descripción completa",129.0,4266.0,129.0,-12.137675641032883,-77.02127341834637,1.0,1150.0,21,8.0,S/ 
1.0,1.0,barranco,1.0,"Departamento 1habitación en El Centro de Barranco
Departamento a 2 cuadras del centro y plaza de barranco, totalmente amoblado y equipado. El edificio tiene seguridad las 24 horas del día, los 7 días de la semana, cuenta con una cama queen , wifi , tv , Aire acondicionado, utensilios y menaje de cocina y un estacionamiento

El edificio tiene áreas comunes como piscina, gimnasio, área de trabajo y zona de descanso.
**
Leer descripción completa",50.0,2062.0,50.0,-12.1530339,-77.02263010000001,,550.0,27,3.0,S/ 
2.0,2.0,barranco,1.0,"Estupendo Departamento de Estreno a Media Cdra de Saenz Peña
Flat con ambientes con finos acabados y amplia terraza.
Edificio de 4 pisos. 06 depas por piso.
Vista Interior. Sin muebles.

⁂ Área Ocupada: 104 m² - Piso 01
⁂ Área construida: 74 m²
⁂ Área Terraza: 30 m²

⁂ Distribución:
• Hall de ingreso
• Amplia sala
• Living - comedor
• Cocina abierta
• Master Bedroom con walk-in closet y baño incoporado.
• 01 dormiorio secundario
• Lavandería
• Baño de visita

• Precio de Alquiler: USD 1,200
• Precio de Venta: USD 228,000
• Incluye: 01 Estacionamiento tipo paralela
• Incluye: 01 depósito

Caza Inmobiliaria, tu propiedad en la mira.
**
Leer descripción completa",74.0,795500.0,104.0,-12.1439956,-77.02302150000001,1.0,215000.0,227,1.0,S/ 
,2.0,barranco,,"Departamento de 1 Dormitorio con Terraza en Barranco
Departamento sin muebles de 1 dormitorio y 95 m2 en Barranco. Idealmente ubicado a una cuadra del Malecón Paul Harris. Zona muy segura, súper tranquila y exclusivamente residencial.

El departamento cuenta con:
- una linda sala – comedor con salida a la terraza,
- una terraza,
- una cocina americana,
- un dormitorio con closets,
- dos baños completos,
- un área de lavandería.

Posibilidad de alquilar un estacionamiento, costo adicional.

Cuota de mantenimiento del edificio: S/280.00 soles mensuales.
Edificio muy seguro, con servicio de portería las 24 horas del día.
**
Leer descripción completa",80.0,3459.0,95.0,-12.1470544,-77.02304320000002,,900.0,1,8.0,S/ 
2.0,2.0,barranco,1.0,"Alquilo o Vendo Lindo Departamento Pedro Martinto Barranco Semi Amoblado
Se Alquila o vende lindo departamento muy cerca a malecón Paul Harris, Av. Miguel Grau, Armendariz, rodeado de parques, restaurantes, tiendas, cafés. El edificio tiene áreas comunes como piscina, gym, salón de reuniones, parrillas y lavanderias.
El departamento tiene 2 dormitorios amplios uno con baño propio y walking closet, baño secundario, sala comedor con un lindo balcon vista a la ciudad, cocina abierta estilo americano con muebles altos y bajos. El departamento es amoblado y equipado cuenta con cama queen en el dormitorio principal, en dormitorio secundario escritorio, sofa cama y sala de entretenimiento en sala, refrigerada, cocina, campana extractora, horno, horno microondas y menaje.
El departamento cuenta con 1 cochera.
**
Leer descripción completa",58.0,555000.0,58.0,-12.141182832153838,-77.02279874337766,,150000.0,235,4.0,S/ 
3.0,3.0,barranco,2.0,"Hermoso Flat Vista Al Mar - Barranco
Exclusivo Departamento en Venta en el Malecón Souza

Diseño del arquitecto Vicente de Szyszlo y Construcción de JGJ Proyectistas S.A.C.
Ubicación Premium: Situado en el Malecón Souza, con vistas directas al océano.
Materiales de Alta Calidad: Suelos de madera natural, duraderos y elegantes.
Ideal para Teletrabajo: Distribución que permite un estudio alejado del resto de la casa, ideal para la buena convivencia.
Privacidad Garantizada: La terraza ofrece una vista sin obstrucciones ni contacto visual con los vecinos gracias al excelente diseño.
Área: 255.20 m² bien distribuidos, con habitaciones luminosas.
Terraza con vista al mar: Amplia y techada con los mejores atardeceres de Barranco.
Habitación Principal: Tiene salida directa a la terraza, ofreciendo vistas al mar y permitiendo escuchar las olas por la noche.
Comodidad: 2 cocheras paralelas y depósito incluidos.
Seguridad: Portería 24 horas por la puerta principal y por el garaje.
Excelente Administración: Garantiza que el edificio se mantenga en óptimas condiciones.
**
Leer descripción completa",255.0,2242500.0,255.0,-12.1437766,-77.0247412,2.0,598000.0,250,21.0,S/ 
1.0,1.0,barranco,,"Departamento en Osma
Hermoso, cálido y tranquilo departamento en Pedro de Osma 307, la lado del restaurante Central.
Elije vivir donde siempre quisiste, el distrito donde la vida y el arte se juntan. En un edificio con estilo, vanguardista, trabaja sin salir de casa en nuestro 'smart café', areas verdes, para compartir con amigos y familia en una parrilla, bar, piscinita y mucho mas.
Departamento equipado, con sofá cama en amplia sala, cocina integrada, vista interna lo que asegura tranquilidad. Dormitorio con aire acondicionado.
El edificio cuenta con áreas comunes como gimnasio, centro de lavado, sala de estar, lobby, parque interno, piscina temperada, zona de parrilla, etc.
Estas a un paso de todo, Barranco te ofrece movilizarte a pie a cualquier punto de interés como colegios y universidades, así como :
ARTE, CULTURA Y ENTRETENIMIENTO
Iglesia La Ermita, Casa Túpac, Museo Pedro de Osma, Museo de la Electricidad, Museo Mario Testino (MATE), Microteatro, Puente de los suspiros, Plaza de Barranco, Playas de Barranco, Chorrillos Club Náutico, etc.
GASTRONOMÍA
Canta Rana, Garito Bistro, Peña La Candelaria, La Fara Restobar Restaurante Costa Sur, Cevichería Costa Azul, Flor de la Canela Créme de la Créme, Rústica, Cala, Central Restaurante, etc.
BANCOS
Banco de Crédito, Interbank, BBVA Continental, Banco de la nación
CLÍNICAS Y HOSPITALES
Maisón de Santé, Policlínico PNP, Clínica Geriátrica, Hospital de la Solidaridad, etc.
**
Leer descripción completa",40.0,2140.0,53.0,-12.1530339,-77.02263010000001,,580.0,62,6.0,S/ 
2.0,3.0,barranco,,"Excelente Departramento de 2 Dorm. en Barranco
Con amplios y cómodos dormitorios bien iluminados y ventilados con vista panorámica, ambos con closet y baño.
Dormitorio principal con una excelente vista a la Bajada de Armendáriz, vestidor con walking closet y un amplio y cómodo baño con tina.
Amplio ambiente para sala comedor, grande ventana con vista panorámica al mar por la Bajada de Armendáriz y elegante baño de visita.
Cocina semi amoblada con repostería altos y bajos, meza de granito y mezcladora de agua caliente y fría.
Lavandería con dormitorio y baño de servicio.
Vigilancia 24 horas
Excelente ubicación cerca al cruce de 28 de Julio con Paseo de La Republica, junto a parque muy bien cuidado, en límite de Barranco con Miraflores.
Finos acabados
CODICIONES:
Alquiler: US$ 850.00
Mantenimiento: S/. 310.00 incluye agua.
Forma de pago: 2 de garantía y 1 de adelanto.
Contrato por 1 año a renovar.
Contacto:
**
Leer descripción completa",135.0,3400.0,135.0,-12.1335197,-77.02031620000001,1.0,850.0,47,30.0,S/ 
2.0,1.0,barranco,,"Alquilo Departamento Sin Amoblar de 2 Habitaciones Cerca a La Utec en Barranco
Tu departamento te espera, visítalo YA! Contáctame al 9 5 0 0 0 1 2 0 9 / Agente Inmobiliario MVCS 1 1 1 6 7 MÓNICA VALLADOLID S.

Disfruta de la vida en uno de los barrios más vibrantes y culturales de Lima. Este acogedor departamento de 75m² está estratégicamente ubicado en Barranco, a pocos pasos de la frontera con Miraflores, ofreciéndote lo mejor de ambos distritos, cerca a la estación Plaza de Flores del Metropolitano, la Universidad de Ingeniería y tecnología (UTEC), Estadio Luis Gálvez Chipoco, Puente de los Suspiros, Metro, Plaza Vea, bancos, colegios, etc. Fácil acceso por la Vía Expresa y Circuito de Playas, a 40 min del aeropuerto Jorge Chávez.

Características:
Área total: 75 m²
Dormitorios: 2 espaciosas habitaciones con buena iluminación natural.
Baño: 1 baño completo moderno y funcional con agua caliente.
Cocina: Con buena iluminación natural.
Sala/Comedor: Amplia e iluminada
Lavandería: Espacioso independiente, ideal para mayor comodidad.

El departamento se encuentra en un edificio de 8 departamentos, 2 por piso, a solo minutos del famoso Puente de los Suspiros, la Bajada de los Baños, y la Plaza de Barranco, cerca de cafés, restaurantes, galerías de arte, y los parques más icónicos de la zona.
Ideal para disfrutar de la vida cultural y nocturna de Barranco, y a la vez a pocos minutos del Malecón de Miraflores.
Este departamento es perfecto para quienes buscan vivir cerca de las principales atracciones turísticas, en un ambiente seguro y tranquilo.

¡No pierdas la oportunidad de vivir en este lugar único!

Ideal para profesionales, Ejecutivos, Estudiantes, parejas, roommate, Airbnb o pequeñas familias que buscan comodidad, tranquilidad y seguridad.

ALQUILER: S/. 2,000 o US$ 550
MANTENIMIENTO: S/. 180 inc. Arbitrios
CONDICION: 2x1 (2 Adelanto x 1 Garantía)
Luz y agua independiente.

No se aceptan mascotas. (Salvo gatito)

¡Decídete, este departamento ya esta reservado para ti!.
Contáctame al 9 5 0 0 0 1 2 0 9 / Agente Inmobiliario MVCS MÓNICA VALLADOLID S.
**
Leer descripción completa",75.0,2000.0,75.0,-12.1369881,-77.0192757,,550.0,5,5.0,S/ 
1.0,,barranco,1.0,"Se Remata o Alquila Amplio Loft de 94 m² con Terraza y Vista a Calle en Barranco!
En venta! Amplio loft de 94m2 con excelente ubicación, a solo 3 cdras del malecón de Barranco!

Cuenta con balcón y vista externa, sala-comedor con kitchenette, amplio dormitorio con walking closet y baño incorporado. Baño de visitas, espacio para lavandería y una cochera en el sótano 2 al que se accede por montacoches (ascensor para carros).

*Se alquila sin amoblar, solo incluye terma, encimera (cocina) y campana extractora.

Tiene el espacio suficiente para sacarle un 2do dormitorio sin problemas.
**
Leer descripción completa",94.0,652750.0,94.0,-12.1404093,-77.0230759,,175000.0,292,13.0,S/ 
2.0,2.0,barranco,,"Se Alquila Departamento 2 Dorm.
SE ALQUILA EXCLUSKVODEPARTAMENTO EN PISO 10 CON VISTA EXTERIOR A LA CIUDAD Y AL MAR

DEPARTAMENTO COMPLETAMENTE AMOBLADO Y EQUIPADO ️

TIENE UN METRAJE DE 65MT2
SALA COMEDOR ️
COCINA TIPO AMERICANA ️
BALCÓN CON VISTA EXTERIOR ️
ÁREA DE LAVANDERÍA CON LAVASECA️
DORMITORIO PRINCIPAL CON BAÑO COMPLETO Y WALK IN CLOSET️
SEGUNDO AMBIENTE QUE PUEDE SER DORMITORIO O UN ESTUDIO️
BAÑO SECUNDARIO️

SE PUEDE ALQUILAR COCHERA APARTE

EDIFICIO CUENTA CON ÁREAS COMUNES CÓMO:

PISISCINA️
GIMNASIO ️
SALA DE PARRILLA ️
SALA DE REUNIÓN ️
SALA DE PARRILLA ️
SALA DE CO-WORKING️
**
Leer descripción completa",55.0,3190.0,55.0,-12.1365825,-77.0225488,,850.0,29,1.0,S/ 
3.0,2.0,barranco,1.0,"Alquilo Departamento Barranco en 5to Piso con Ascensor y Estacion. X Canal 4
Contactar Sra. Dany Hilario Cel. 9/4/3/7/9/4/8/7/7
ALQUILO Departamento en Barranco en Av el sol oeste 335. Precio $800 dolares.
El departamento se encuentra en el 5to Piso
Y cuenta con :
- 3 dormitorios pisos lindos bien iluminados.
- 2 Baños con puertas de vidrio.
- 1 Cocina abierta con reposteros altos y bajos. Tiene Gas natural glp
- 1 Lavandería.
- 1 Cuarto de servicio o depósito.
- 1 estacionamiento completamente amplio en sótano.
MANTENIMIENTO : S/350.
LAS CONDICIONES SON 2 meses de Garantía y 1 mes adelantado.
Disponibilidad para mostrarlo.
Mayor información Contactar a la sra. Dany Hilario Cel 9/4/3/7/9/4/8/7/7.
**
Leer descripción completa",89.0,3150.0,89.0,-12.1390544,-77.02473599999999,,800.0,3,10.0,S/ 
1.0,1.0,barranco,1.0,"Alquilo Bello Dpto de Una Habitacion Barranco Limite con Miraflores 55 m²
ALQUILO LINDO DEPARTAMENTE AMOBLADO Y EQUIPADO EN BARRANCO LIMITE CON MIRAFLORES, MODELO MARIPOSA, VISTA EXTERIOR A UNA DOS CUADRAS DEL MALECON, EDIFICIO MODERNO Y NUEVO CONSTA DE BAÑO DE VISITA, COCINA ABIERTA CON MUEBLES ALTOS Y BAJOS, SALA CON VISTA EXTERNA, PEQUEÑO BALCON, TOTALMENTE EQUIPADA Y AMOBLADA, SALA, CUARTO PRINCIPAL CON CLOSET DE PARED A PARED, Y BAÑO INCORPORADO COMPLETO, INCLUYE COCHERA, EL EDIFICIO ES MODERNO ESTA UBICADO A DOS CUADRAS DEL MALECON DE BARRANCO, CONSTA COMO AREAS COMUNES LOBBY DE INGRESO CON VIGILANCIA LAS 24 HORAS, SALA DE REUNIONES, BAR, GIMNASIO, AREA DE BISCICLETAS, AREA DE LAVANDERIA CON LAVADORAS Y SECADORAS, EN EL ULTIMO PISO, CONSTA DE UNA PISCINA, AREA DE PARRILLAS Y REUNIONES CON UNA SUPER VISTA AL MAR. LLAMAR A ROSARIO CABANILLAS
**
Leer descripción completa",55.0,2400.0,55.0,-12.139299788565289,-77.02064590845947,1.0,650.0,54,2.0,S/ 
1.0,1.0,barranco,,"Lindo Depa con Balcón y Áreas Comunes
Se alquila moderno flat con vista la calle, ubicado en la zona más linda de Barranco, a solo 2 cuadras del malecón y casi fente al parque de ls héroes. Edificio muy moderno de solo 2 años de antiguedad, rodeado de lindos cafés y tiendas exclusivas,
El depa consta de amplio living con TV, kitchen completamnete equiipado, area de lavado, 1 dormitrio con linda vista y un baño completo. Ademá en el area comun hay gimnasio, co-working, terrazas y una hermosa piscina con vista al mar.
No se permiten mascotas. Se puede alquilar cochera aparte. Contrato por 1 año, 2 x1. Disponibilidad inmediata
**
Leer descripción completa",42.0,2325.0,42.0,-12.139595423701138,-77.02301722988587,,620.0,5,2.0,S/ 
1.0,1.0,barranco,1.0,"Se Alquila Dpto85 m² Finamente Amoblado y Equipado en La Mejor Zona Barranco
SE ALQUILO BELLO DPTO DE 85M2 TIPO LOFT, UBICADO EN LA AV. SAENZ PEÑA MISMA RECTA DEL HOTEL B A MEDIA CDRA DEL MALECON, EDIFICIO BELLO ELEGANTE, EL DPTO ES UN LOFT COMPLETO CON MUEBLES FINOS, TODO DE PRIMERA, AMPLIOS CLOSET, BAÑO COMODO, FULL EQUIPADO, CON SABANAS Y ALMOHODAS DE ALGODON TODO ES DE PRIMERA CALIDAD, ZONA TRANQUILA, EDIFICIO CON GENTE A1, CERCA A TODO
INCLUYE UN ESTACIONAMIENTO. DISPONIBLE 15 DE DICIEMBRE
LLAMAR ROSARIO
**
Leer descripción completa",85.0,3145.0,85.0,-12.14313482451815,-77.0236228013554,,850.0,18,3.0,S/ 
3.0,3.0,barranco,4.0,"Exclusivo Pent House Barranco
Exclusivo Pent House Barranco
Bresciani
Piso 5
Frente al Mar
Área total: 632m2
Área Techada: 395m2
Área Terraza: 194m2
Sala, comedor, Sala de estar,
Terraza, piscina
3 dormitorios, 3.5 baños,
Cocina con isla, lavandería
cuarto y baño de servicio
2 cocheras
Ascensor directo,
Aire Acondicionado Centralizado
Chimena a Gas

Caza Inmobiliaria, tu propiedad en la mira.
**
Leer descripción completa",632.0,6840000.0,395.0,-12.152224,-77.0234659,1.0,1800000.0,365,13.0,S/ 
1.0,1.0,barranco,1.0,"Exclusivo y Fino Depa Amoblado en Venta Frente a Parque
SE VENDE EXCLUSIVO DEPA EN 2DO PISO - EN LA MEJOR ZONA DE BARRANCO
Moderno y Minimalista, esta ubicado en la mejor zona de Barranco, a pasos del Malecón Paul Harris, la bajada Armendariz, cerca de los mejores restaurantes (Central, Kjolle, Siete, La 73, Amoramar, Isolina, Hotel B), Museos (Museo Mate, Museo MAC, Museo Pedro de Osma)
Este apartamento está ubicado en el segundo piso de un edificio agradable y seguro, a pocas cuadras del malecón Paul Harris.

1 DORM
1.5 BAÑOS
FINAMENTE AMOBLADO
1 COCHERA
1 DORM
AMPLIA SALA COMEDOR,
COCINA ABIERTA AMERICANA TABLERO DE CUARZO Y PISOS DE MADERA EN EXCELENTE ESTADO
ZONA DE LAVANDERIA
FRENTE A PARQUE

PRECIO NEGOCIABLE USD 180,000 EN DOLARES, PRECIO EN SOLES SOLO REFERENCIALES.
INCLUYE PARTE DE LOS MUEBLES

cocina abierta totalmente equipada, ropa de cama VENTA AMOBLADO Y EQUIPADO

La distribución es la siguiente:
* Sala de estar con un cómodo sillón-cama de 2 plazas, smart TV, 2 sillas y mesa central.
* Cocina totalmente equipada con electrodomésticos y utensilios.
* Habitación principal con cama Queen y baño privado con ducha.
* Segundo Medio baño

Consultas ; whatsapp + / +/ +
**
Leer descripción completa",74.0,675000.0,74.0,-12.1393623,-77.02062849999999,1.0,180000.0,365,2.0,S/ 
1.0,1.0,barranco,,"Ocasión Alquilo Mini Dpto. Barranco Amoblado y Equipado
ALQUILO DEPARTAMENTO EN BARRANCO,ES DE ESTRENO AMOBLADO COCINA,REFRIGERADORA LAVADORA,SALA TV.PISO 13 VISTA INTERIOR PANORAMICO SE APRECIA LA CIUDAD,FRENTE AL ESTADIO GALVEZ CHIPOCO,ES UN EDIFICIO MODERNO DE UN DORMITORIO,CUENTA CON AREAS SOCIALES PISCINA,BAR, SALITA DE REUNION ,AREA DE LAVANDERIA EQUIPADAS CON LAVADORAS Y SECADORAS
EL EDIFICIO CUENTA CON ASCENSORES DE ULTIMA GENERACION VIGILANCIA LAS 24 HORAS ,FRENTE AL ESTADIO MUNICIPAL ,CERCA DE MUSEOS,TIENDAS COMERCIALES ,A POCOS MINUTOS DE MIRAFLORES
PRECIO ALQUILER $550 NEGOCIABLE TIPO DE CAMBIO DEL DIA
CONDICIONES 2 MESES DE GARANTIA POR 1 MES DE ADELANTO
PAGO DE ARBITRIOS 300 SOLES X AÑO
Mantenimiento 150 Soles
ESTA MUY BIEN UBICADO RODEADO DE PARQUES A UN PASO DE MIRAFLORES
REQUISITOS TENER UN AVAL ( GARANTE )
DISPONIBLE A PARTIR DEL 15 DE ENERO 2024
VISITAS PREVIA CITA LLAMAR A PATRICIA YSA .9.7.5 .3.6.9 .0.6.7
**
Leer descripción completa",30.0,1970.0,30.0,-12.13807943948609,-77.02233168465577,,530.0,9,1.0,S/ 
2.0,2.0,barranco,1.0,"En Alquiler Duplex 2 Dorm. con Cochera y Deposito
DUPLEX AMOBLADO VISTA INTERNA SUPER ILUMINADO
-2 DORMITOROS AMPLIOS CAMA KINGCUARTO PRINCIPAL Y VELARADOS , CLOSET AMPLIO
-SEGUNDO DORMITORIOS CAMA 2 PLAZAS CON AMPLIO CLOSET
-CON FAMILY ROOM
-COCINA COMPLETA CERRADA AMOBLADA
-AREA DE LAVANDERIA CERRADA Y AMPLIA
-BAÑO DE SERVICIO
EL DEPARTAMENTO SE ENCUENTRA AMOBLADO Y NO SE ALQUILA SIN MUEBLES
**
Leer descripción completa",100.0,2625.0,100.0,-12.0914273,-76.958626,1.0,700.0,5,15.0,S/ 
,3.0,barranco,2.0,"Exclusivo Flat 240 m² Vista a Mar en Malecon Souza Piso 2 Us$$2,100
Área : 240 m2
Piso : 2 con balcon (vista exterior)
Dormitorios: 3
Baños: 3 y medio (incorporados a c/a dormitorio)
Estacionamientos : 2 paralelos
Ascensor: 1
Mantenimiento :S/. 1,415 mensuales
**PRECIO DE ALQUILER USD $ 2,100 DOLARES**

DISPONIBILIDAD PARA EL 20 DE NOVIEMBRE 2023

Lindo departamento en las mejores zona de Barranco con sala comedor con 3 dormitorios c/u con su baño incorporado con un balcon con vista exterior, Terraza, con lavanderia y Cuarto con Baño de servicio.
ubicado en la mejores zonas de Barranco con una vista expectacular al circuito de playas y cerca a restaurante Cala y cerca a la Alameda Saenz Peña
zona tranquila y con sistema de video vigilancia 24/7
LLAMEME PARA UNA VISITA: +51 9.8.2.3.3.7.0.5.2
**
Leer descripción completa",240.0,7833.0,240.0,-12.14268,-77.0248598,,2100.0,334,10.0,S/ 
3.0,2.0,barranco,2.0,"Departamento Alquiler y Venta 3 Dorm. con Terraza Piscina
Amoblado y equipado, 4 años de antigüedad, vista a la calle, estreno, piso 11, guardianía, duplex.
Sala, comedor, comedor de diario, cocina, sala de estar, 3 dormitorios, 2.5 baños, 1 baño incorporado, 1 cuarto de servicio, 1 baño de servicio, lavandería.
Terraza, piscina, 2 cocheras tipo techada, ascensor, ascensor directo.
Aire acondicionado, areas comunes, no mascotas, walk-in close
Hermoso Ph Amoblado
cocina con opcion que pueda ser integrada
Sala con doble altura, comedor, baño de visitas
Dormitorio principal amplio con walk in closet de 15m2 y baño incorporado
sala de estar
02 dormitorios secundarios y un baño compartido
Lavandería, cuarto y baño de servicio
Terraza amplia y terraza con piscina
Piscina con vista al mar
**
Leer descripción completa",405.0,5550000.0,668.0,-12.13835000904692,-77.02546472460631,1.0,1500000.0,365,4.0,S/ 
1.0,1.0,barranco,,"Barranco Alquilo Mini Departamento Amoblado Sin Cochera
Mini departamento tipo loft con ingreso independiente, el alquiler incluye todos los servicios
**",40.0,2000.0,40.0,-12.1521082,-77.0211934,,540.0,92,5.0,S/ 
